33;Epoxy;Hamme Jean Van;https://www.bookbook.pl/img/imagecache/156001-157000/170x229_product_media_156001-157000_72549802894KS.jpg;34.49;42,43,0
34;Biblia w komiksie;Iva Hoth;https://www.bookbook.pl/img/imagecache/53001-54000/163x250_product_media_53001-54000_63428601193KS.jpg;39.99;42,43,0
35;Niezwykła historia Marvel Comics;Sean Howe;https://www.bookbook.pl/img/imagecache/56001-57000/167x250_product_media_56001-57000_64240103022KS.jpg;43.39;42,43,0
36;Komiksy paragrafowe Porwanie;Opracowanie Zbiorowe;https://www.bookbook.pl/img/imagecache/287001-288000/170x242_product_media_287001-288000_93805101262KS.jpg;24.09;42,43,0
37;Tytus Romek i A'Tomek księga XXVIII Tytus internautą;Henryk Jerzy Chmielewski;https://www.bookbook.pl/img/imagecache/6001-7000/170x244_product_media_6001-7000_50837201075KS.jpg;12.39;42,43,0
38;Awantury i wybryki małej małpki Fiki-Miki;Kornel Makuszyński;https://www.bookbook.pl/img/imagecache/24001-25000/170x123_product_media_24001-25000_55259701191KS.jpg;18.19;42,43,0
39;Saga Winlandzka 1;Yukimura Makoto;https://www.bookbook.pl/img/imagecache/238001-239000/170x238_product_media_238001-239000_83329202243KS.jpg;44.79;42,43,0
40;Kafka;Crumb Robert, Mairowitz David Zane;https://www.bookbook.pl/img/imagecache/467001-468000/170x240_product_media_467001-468000_99755901531KS.jpg;36.27;42,43,0
41;Gorzka czekolada I inne ważne opowiadania o ważnych sprawach;;https://www.bookbook.pl/img/imagecache/219001-220000/170x239_product_media_219001-220000_81946402370KS.jpg;18.20;42,44,0
42;Mózg To o czym dorośli Ci nie mówią;Janiszewski Boguś;https://www.bookbook.pl/img/imagecache/273001-274000/170x220_product_media_273001-274000_90224501144KS.jpg;33.17;42,44,0
43;Mądre bajki;Agnieszka Antosiewicz;https://www.bookbook.pl/img/imagecache/264001-265000/164x250_product_media_264001-265000_88949001467KS.jpg;3.50;42,44,0
44;Z muchą na luzie ćwiczymy buzie, czyli zabawy logopedyczne dla dzieci;Galewska-Kustra Marta;https://www.bookbook.pl/img/imagecache/171001-172000/170x169_product_media_171001-172000_73614000206KS.jpg;14.40;42,44,0
45;Harry Potter i Przeklęte Dziecko br.;J.K.Rowling;https://www.bookbook.pl/img/imagecache/208001-209000/121x187_product_media_208001-209000_img_572281.jpg;25.67;42,44,0
46;Mądre bajki;Agnieszka Antosiewicz;https://www.bookbook.pl/img/imagecache/264001-265000/167x250_product_media_264001-265000_88948901467KS.jpg;4.50;42,44,0
47;Flamaster wodny Zwierzęta z podwórka;;https://www.bookbook.pl/img/imagecache/286001-287000/170x185_product_media_286001-287000_93809401262KS.jpg;24.00;42,44,0
48;Harry Potter-pakiet 7 nowe okładki;;https://www.bookbook.pl/img/imagecache/220001-221000/170x113_product_media_220001-221000_img_588222.jpg;201.00;42,44,0
49;O psie, który jeździł koleją wydanie z opracowaniem;Roman Pisarski;https://www.bookbook.pl/img/imagecache/192001-193000/170x239_product_media_192001-193000_76750101465KS.jpg;6.97;42,44,0
50;Elementarz;Marian Falski;https://www.bookbook.pl/img/imagecache/6001-7000/170x159_product_media_6001-7000_52202402510KS.jpg;50.27;42,44,0
51;Felix Net i Nika oraz Gang Niewidzialnych Ludzi t.1;Rafał Kosik;https://www.bookbook.pl/img/imagecache/62001-63000/159x250_product_media_62001-63000_65527001622KS.jpg;28.40;42,44,0
52;Magiczne Drzewo Czerwone krzesło;Andrzej Maleszka;https://www.bookbook.pl/img/imagecache/143001-144000/170x239_product_media_143001-144000_70964500149KS.jpg;19.00;42,44,0
53;Dziecięce sprawy czyli jak sobie radzić na co dzień i od święta;Joanna Krzyżanek;https://www.bookbook.pl/img/imagecache/152001-153000/170x243_product_media_152001-153000_71592601144KS.jpg;15.60;42,44,0
54;Elementarz czytamy metodą sylabową;Alicja Karczmarska-Strzebońska;https://www.bookbook.pl/img/imagecache/5001-6000/170x246_product_media_5001-6000_54981201467KS.jpg;14.30;42,44,0
55;PUZZLE PUCIO 3 W 1;Galewska-Kustra Marta;https://www.bookbook.pl/img/imagecache/299001-300000/170x167_product_media_299001-300000_95743600206ZA.jpg;21.10;42,44,0
56;Ilustrowany słownik ortograficzny;Szary Lucyna;https://www.bookbook.pl/img/imagecache/281001-282000/170x244_product_media_281001-282000_92604001465KS.jpg;12.57;42,44,0
57;Pucio uczy się mówić Zabawy dźwiękonaśladowcze dla najmłodszych;Galewska-Kustra Marta;https://www.bookbook.pl/img/imagecache/210001-211000/170x203_product_media_210001-211000_80054200206KS.jpg;26.80;42,44,0
58;Opowieści z Narnii. Lew, Czarownica i stara szafa. Okładka filmowa;Clive Staples Lewis;https://www.bookbook.pl/img/imagecache/67001-68000/158x250_product_media_67001-68000_40041601350KS.jpg;12.47;42,44,0
59;Harry Potter i Przeklęte Dziecko tw.;J.K.Rowling;https://www.bookbook.pl/img/imagecache/208001-209000/162x250_product_media_208001-209000_80706901350KS.jpg;19.90;42,44,0
60;New English Adventure starter WB z płytą CD;Regina Raczyńska;https://www.bookbook.pl/img/imagecache/89001-90000/170x243_product_media_89001-90000_67686302195KS.jpg;18.80;42,44,0
61;Flamaster wodny Psotne kotki;autor zbiorowy;https://www.bookbook.pl/img/imagecache/286001-287000/170x184_product_media_286001-287000_93809201262KS.jpg;24.00;42,44,0
62;Pucio umie opowiadać;Galewska-Kustra Marta;https://www.bookbook.pl/img/imagecache/319001-320000/170x207_product_media_319001-320000_98366900206KS.jpg;25.50;42,44,0
63;Niesamowite przygody dziesięciu skarpetek;Justyna Bednarek;https://www.bookbook.pl/img/imagecache/145001-146000/170x243_product_media_145001-146000_70912701350KS.jpg;24.07;42,44,0
64;Mitologia;Parandowski Jan;https://www.bookbook.pl/img/imagecache/319001-320000/170x152_product_media_319001-320000_97918102126KS.jpg;21.99;42,44,0
65;Książka pod tytułem;;https://www.bookbook.pl/img/imagecache/147001-148000/170x244_product_media_147001-148000_71572001184KS.jpg;13.59;42,44,0
66;Elementarz (reprint 1957);Marian Falski;https://www.bookbook.pl/img/imagecache/6001-7000/170x160_product_media_6001-7000_52412602510KS.jpg;64.19;42,44,0
67;Zaczynamy czytać i pisać;Małgorzata Bastek;https://www.bookbook.pl/img/imagecache/11001-12000/170x248_product_media_11001-12000_49552601308KS.jpg;26.19;42,44,0
68;Rady nie od parady czyli wierszyki z morałem;Małgorzata Strzałkowska;https://www.bookbook.pl/img/imagecache/18001-19000/170x245_product_media_18001-19000_53031601041KS.jpg;13.80;42,44,0
69;Niezbędnik chłopaka Nie możesz tego nie wiedzieć;Martin Oliver;https://www.bookbook.pl/img/imagecache/83001-84000/165x250_product_media_83001-84000_66409001426KS.jpg;12.09;42,44,0
70;Święta dzieci z dachów;Mårten Sandén;https://www.bookbook.pl/img/imagecache/222001-223000/170x185_product_media_222001-223000_82524302568KS.jpg;39.90;42,44,0
71;Mikołajek;Jean-Jacques Sempé;https://www.bookbook.pl/img/imagecache/66001-67000/170x174_product_media_66001-67000_66592400206KS.jpg;17.80;42,44,0
72;Skrzynia władcy piorunów;Marcin Kozioł;https://www.bookbook.pl/img/imagecache/245001-246000/170x249_product_media_245001-246000_85774702370KS.jpg;16.80;42,44,0
73;Pucio i ćwiczenia z mówienia, czyli nowe słowa i zdania;Galewska-Kustra Marta;https://www.bookbook.pl/img/imagecache/270001-271000/170x199_product_media_270001-271000_89694000206KS.jpg;26.80;42,44,0
74;Detektyw Pozytywka;Grzegorz Kasdepke;https://www.bookbook.pl/img/imagecache/82001-83000/170x235_product_media_82001-83000_64828700206KS.jpg;16.70;42,44,0
75;Klątwa dziewiątych urodzin;Marcin Szczygielski;https://www.bookbook.pl/img/imagecache/218001-219000/167x250_product_media_218001-219000_81299402580KS.jpg;22.89;42,44,0
76;Akademia Pana Kleksa;Jan Brzechwa;https://www.bookbook.pl/img/imagecache/1001-2000/170x240_product_media_1001-2000_62340701465KS.jpg;10.00;42,44,0
77;Teraz egzamin ósmoklasisty SP 4-8 Jezyk polski Rep;;https://www.bookbook.pl/img/imagecache/478001-479000/170x243_product_media_478001-479000_9788326735509.jpg;28.40;42,44,0
78;Dziewczynka z parku;Kosmowska Barbara;https://www.bookbook.pl/img/imagecache/264001-265000/170x240_product_media_264001-265000_89072001262KS.jpg;15.07;42,44,0
79;Jacek, Wacek i Pankracek;Mira Jaworczakowa;https://www.bookbook.pl/img/imagecache/17001-18000/170x228_product_media_17001-18000_52749300206KS.jpg;13.07;42,44,0
80;GRA KOLEJKA;;https://www.bookbook.pl/img/imagecache/128001-129000/170x170_product_media_128001-129000_69957201398GR.jpg;71.90;42,44,0
81;Księgi Jakubowe albo Wielka Podróż;Olga Tokarczuk;https://www.bookbook.pl/img/imagecache/93001-94000/167x250_product_media_93001-94000_67848500153KS.jpg;48.90;42,45,0
82;Bieguni;Olga Tokarczuk;https://www.bookbook.pl/img/imagecache/151001-152000/161x250_product_media_151001-152000_72553600153KS.jpg;27.90;42,45,0
83;Zakazany układ;K.N.Haner;https://www.bookbook.pl/img/imagecache/271001-272000/170x244_product_media_271001-272000_89947901427KS.jpg;22.77;42,45,0
84;365 dni;Lipińska Blanka;https://www.bookbook.pl/img/imagecache/281001-282000/157x250_product_media_281001-282000_92724902798KS.jpg;20.10;42,45,0
85;Jestem żoną szejka;Shukri Laila;https://www.bookbook.pl/img/imagecache/215001-216000/170x249_product_media_215001-216000_81215102370KS.jpg;22.80;42,45,0
86;Na szczycie;Haner K.N.;https://www.bookbook.pl/img/imagecache/141001-142000/167x250_product_media_141001-142000_70962602489KS.jpg;25.19;42,45,0
87;Jeszcze będzie przepięknie ;Sabina Czupryńska;https://www.bookbook.pl/img/imagecache/285001-286000/160x250_product_media_285001-286000_img_741387.jpg;20.17;42,45,0
88;Arabski raj;Valko Tanya;https://www.bookbook.pl/img/imagecache/301001-302000/161x250_product_media_301001-302000_96438802370KS.jpg;23.10;42,45,0
89;Pierwszy raz;Czykierda-Grabowska Agata;https://www.bookbook.pl/img/imagecache/277001-278000/157x250_product_media_277001-278000_91127902489KS.jpg;18.57;42,45,0
90;Kolejne 365 dni;Lipińska Blanka;https://www.bookbook.pl/img/imagecache/316001-317000/157x250_product_media_316001-317000_97188502198KS.jpg;27.79;42,45,0
91;Odzyskać utracone;Kołczewska Katarzyna;https://www.bookbook.pl/img/imagecache/252001-253000/163x250_product_media_252001-253000_86647302370KS.jpg;23.40;42,45,0
92;Cukiernia Pod Amorem Dziedzictwo Hryciów;;https://www.bookbook.pl/img/imagecache/288001-289000/167x250_product_media_288001-289000_93931702370KS.jpg;26.09;42,45,0
93;Owoc granatu Dziewczęta wygnane tom 1;Maria Paszyńska;https://www.bookbook.pl/img/imagecache/280001-281000/164x250_product_media_280001-281000_92385201144KS.jpg;23.17;42,45,0
94;Żywioły Tom 1 Tonąca w błękicie;Mila Magda;https://www.bookbook.pl/img/imagecache/283001-284000/165x250_product_media_283001-284000_93172202894KS.jpg;24.09;42,45,0
95;Idealny jak diabli;S.C.Alekto;https://www.bookbook.pl/img/imagecache/314001-315000/157x250_product_media_314001-315000_img_788962.jpg;22.47;42,45,0
96;Ten dzień;;https://www.bookbook.pl/img/imagecache/289001-290000/157x250_product_media_289001-290000_94233702798KS.jpg;25.19;42,45,0
97;Wojenna korona;Elżbieta Cherezińska;https://www.bookbook.pl/img/imagecache/466001-467000/163x250_product_media_466001-467000_img_814341.jpg;28.90;42,45,0
98;Odwet;Severski Vincent V.;https://www.bookbook.pl/img/imagecache/314001-315000/162x250_product_media_314001-315000_97679401041KS.jpg;25.70;42,45,0
99;Dzisiaj śpisz ze mną;Szczypczyńska Anna;https://www.bookbook.pl/img/imagecache/288001-289000/170x244_product_media_288001-289000_94200503959KS.jpg;25.19;42,45,0
100;Rodzanice;Puzyńska Katarzyna;https://www.bookbook.pl/img/imagecache/295001-296000/170x250_product_media_295001-296000_95432402370KS.jpg;22.80;42,45,0
101;Szeptucha;Miszczuk Katarzyna;https://www.bookbook.pl/img/imagecache/190001-191000/167x250_product_media_190001-191000_76159301262KS.jpg;22.09;42,45,0
102;Perska zmysłowość;Laila Shukri;https://www.bookbook.pl/img/imagecache/312001-313000/170x242_product_media_312001-313000_img_785024.jpg;20.00;42,45,0
103;Owoc granatu Kraina snów tom 2;Paszyńska Maria;https://www.bookbook.pl/img/imagecache/288001-289000/170x242_product_media_288001-289000_94137301144KS.jpg;21.37;42,45,0
104;Owoc granatu Świat w płomieniach tom 3;Maria Paszyńska;https://www.bookbook.pl/img/imagecache/301001-302000/170x242_product_media_301001-302000_img_772235.jpg;22.20;42,45,0
105;Umorzenie;Mróz Remigiusz;https://www.bookbook.pl/img/imagecache/299001-300000/170x216_product_media_299001-300000_96107401252KS.jpg;29.00;42,45,0
106;Perska miłość;Laila Shukri;https://www.bookbook.pl/img/imagecache/126001-127000/161x250_product_media_126001-127000_69431302370KS.jpg;19.50;42,45,0
107;Płomienna korona;Cherezińska Elżbieta;https://www.bookbook.pl/img/imagecache/249001-250000/169x250_product_media_249001-250000_86523500192KS.jpg;27.50;42,45,0
108;Pokrzyk;Katarzyna Puzyńska;https://www.bookbook.pl/img/imagecache/344001-345000/170x238_product_media_344001-345000_img_802646.jpg;27.30;42,45,0
109;Kasacja;;https://www.bookbook.pl/img/imagecache/141001-142000/165x250_product_media_141001-142000_70693401252KS.jpg;16.80;42,45,0
110;Sponsor Tom 2;Haner K. N.;https://www.bookbook.pl/img/imagecache/297001-298000/170x244_product_media_297001-298000_95778801427KS.jpg;23.79;42,45,0
111;Tańcząca w ogniu część 1;Mila Magda;https://www.bookbook.pl/img/imagecache/284001-285000/169x250_product_media_284001-285000_93438302894KS.jpg;24.09;42,45,0
112;Prowadź swój pług przez kości umarłych;Tokarczuk Olga;https://www.bookbook.pl/img/imagecache/185001-186000/161x250_product_media_185001-186000_75586800153KS.jpg;25.80;42,45,0
113;Perska namiętność;Shukri Laila;https://www.bookbook.pl/img/imagecache/243001-244000/161x250_product_media_243001-244000_84657802370KS.jpg;22.87;42,45,0
114;Królowa br.;Elżbieta Cherezińska;https://www.bookbook.pl/img/imagecache/216001-217000/170x241_product_media_216001-217000_81464200192KS.jpg;8.50;42,45,0
115;Listy zza grobu;Remigiusz Mróz;https://www.bookbook.pl/img/imagecache/304001-305000/169x250_product_media_304001-305000_img_784141.jpg;24.07;42,45,0
116;Pokochałam wroga;Kareta Mirosław;https://www.bookbook.pl/img/imagecache/192001-193000/170x243_product_media_192001-193000_76369500124KS.jpg;20.27;42,45,0
117;Owoc granatu Powroty;Paszyńska Maria;https://www.bookbook.pl/img/imagecache/317001-318000/170x244_product_media_317001-318000_98221101144KS.jpg;23.17;42,45,0
118;Motylek;Katarzyna Puzyńska;https://www.bookbook.pl/img/imagecache/58001-59000/160x250_product_media_58001-59000_64551602370KS.jpg;19.30;42,45,0
119;Zranić marionetkę;Grochola Katarzyna;https://www.bookbook.pl/img/imagecache/312001-313000/160x250_product_media_312001-313000_97321600153KS.jpg;26.40;42,45,0
120;Wyrok;Remigiusz Mróz;https://www.bookbook.pl/img/imagecache/347001-348000/170x216_product_media_347001-348000_img_807381.jpg;21.80;42,45,0
121;Sztuka wojny. Wydanie III;Sun Tzu;https://www.bookbook.pl/img/imagecache/239001-240000/170x170_product_media_239001-240000_2ECA2A0C_16FD_4405_BCE4_2B3BB406A628.jpg;26.31;46,47,0
122;Podręcznik perswazji. Najskuteczniejsze metody przekonywania innych i świadomej ochrony przed manipulacją;Mateusz Grzesiak;https://www.bookbook.pl/img/imagecache/297001-298000/170x170_product_media_297001-298000_51071F18_39B2_43B5_BB19_2C203237A14D.jpg;30.71;46,47,0
123;O wojnie. Podręcznik stratega;Carl von Clausewitz;https://www.bookbook.pl/img/imagecache/239001-240000/170x170_product_media_239001-240000_7FE8102A_A7EB_4AD3_A6E0_7342DC985CC7.jpg;34.32;46,47,0
124;Jednym kliknięciem. Historia Jeffa Bezosa i rosnącej potęgi Amazon.com;Richard L. Brandt;https://www.bookbook.pl/img/imagecache/239001-240000/170x170_product_media_239001-240000_15232361_2611_4026_BD06_8B54B3E5C30E.jpg;24.55;46,47,0
125;Myśl i bogać się. Jak zrealizować ambicje i osiągnąć sukces;Napoleon Hill;https://www.bookbook.pl/img/imagecache/289001-290000/170x170_product_media_289001-290000_F3137A4C_2B9E_4446_A91F_AC112C496768.jpg;35.11;46,47,0
126;Strategia błękitnego oceanu;W. Chan Kim, Renee Mauborgne;https://www.bookbook.pl/img/imagecache/274001-275000/170x250_product_media_274001-275000_58E246F9_F864_4D29_AE0B_FF7A0445F644.jpg;39.51;46,47,0
127;Znajdź swoje DLACZEGO. Droga do poczucia spełnienia i wewnętrznej motywacji;Simon Sinek, David Mead, Peter Docker;https://www.bookbook.pl/img/imagecache/287001-288000/170x170_product_media_287001-288000_3980F5B9_AE84_4B6A_A3E3_0C8CD9D0BCA9.jpg;34.32;46,47,0
128;Biedny milioner. Jak mieć wszystko, co trzeba, i cieszyć się życiem;Tadeusz Niwiński;https://www.bookbook.pl/img/imagecache/239001-240000/170x171_product_media_239001-240000_461E5C6C_B4C0_491F_8C82_5E58438EA4A4.jpg;26.31;46,47,0
129;GRYWALIZACJA. Jak zastosować mechanizmy gier w działaniach marketingowych;Paweł Tkaczyk;https://www.bookbook.pl/img/imagecache/239001-240000/170x170_product_media_239001-240000_791C066F_ADC9_4EB3_82E2_BC8DC924F26C.jpg;26.31;46,47,0
130;Urodziłeś się bogaty;Bob Proctor;https://www.bookbook.pl/img/imagecache/241001-242000/170x170_product_media_241001-242000_EA06EEDF_A706_44A9_97E4_0471D9D401FD.jpg;26.31;46,47,0
131;Liderzy jedzą na końcu. Dlaczego niektóre zespoły potrafią świetnie współpracować, a inne nie;Simon Sinek;https://www.bookbook.pl/img/imagecache/272001-273000/170x170_product_media_272001-273000_86F56E7F_7F73_4C3D_8FAF_75F38792324F.jpg;35.11;46,47,0
132;Nawyk samodyscypliny. Zaprogramuj wewnętrznego stróża;Neil Fiore;https://www.bookbook.pl/img/imagecache/240001-241000/170x170_product_media_240001-241000_B1B32103_4189_4CC3_A443_B08CC3EB2060.jpg;28.15;46,47,0
133;Metoda Lean Startup. Wykorzystaj innowacyjne narzędzia i stwórz firmę, która zdobędzie rynek;Eric Ries;https://www.bookbook.pl/img/imagecache/268001-269000/170x170_product_media_268001-269000_68EF5A19_FD19_44FA_9A14_D6883227D58B.jpg;35.11;46,47,0
134;Zaczynaj od DLACZEGO. Jak wielcy liderzy inspirują innych do działania;Simon Sinek;https://www.bookbook.pl/img/imagecache/276001-277000/170x170_product_media_276001-277000_5BBC49B4_46C0_46F4_BDD8_D2FB28AADB6F.jpg;35.11;46,47,0
135;Zjedz tę żabę (wydanie III rozszerzone);Brian Tracy;https://www.bookbook.pl/img/imagecache/286001-287000/170x152_product_media_286001-287000_AF0BCCB9_2045_47FE_837F_93C2BFEECD47.jpg;26.31;46,47,0
136;Fast text. Jak pisać krótkie teksty, które błyskawicznie przyciągną uwagę;Joanna Wrycza-Bekier;https://www.bookbook.pl/img/imagecache/239001-240000/170x170_product_media_239001-240000_2C7D959B_AAC4_4E9F_A0A8_EF9A080C4BAF.jpg;25.52;46,47,0
137;Psychologia Sprzedaży - droga do sprawczości, niezależności i pieniędzy;Mateusz Grzesiak;https://www.bookbook.pl/img/imagecache/239001-240000/170x170_product_media_239001-240000_BDD45A82_2579_4E6E_86EC_E94CFD5CBE4C.jpg;28.15;46,47,0
138;SZTUKA PERSWAZJI, czyli język wpływu i manipulacji;Andrzej Batko;https://www.bookbook.pl/img/imagecache/239001-240000/170x170_product_media_239001-240000_D3938B68_E947_447C_9985_B50558777E80.jpg;26.31;46,47,0
139;Hipnotyczna prezentacja w sprzedaży bezpośredniej;Andrzej Batko;https://www.bookbook.pl/img/imagecache/297001-298000/170x170_product_media_297001-298000_B975993D_0A81_47BC_867F_13032B0ECC9D.jpg;30.71;46,47,0
140;MLM. Profesjonalny marketing sieciowy - sposób na sukces w biznesie. Wydanie II rozszerzone;Paweł Lenar;https://www.bookbook.pl/img/imagecache/239001-240000/170x170_product_media_239001-240000_111DF367_5875_470A_A7A4_9BD1FAA2C50B.jpg;28.15;46,47,0
141;Sztuka wojny według Machiavellego;Niccolo Machiavelli;https://www.bookbook.pl/img/imagecache/266001-267000/170x170_product_media_266001-267000_2D06082B_7F18_4A92_A9C4_6CBB1A840CB7.jpg;28.15;46,47,0
142;GURU KULTU..RY;Michał Wawrzyniak;https://www.bookbook.pl/img/imagecache/239001-240000/170x170_product_media_239001-240000_70555041_82D6_4A6D_9279_9D02395B6F43.jpg;30.71;46,47,0
143;Zarabiaj na nieruchomościach. Praktyczny poradnik, jak kupić, wyremontować i wynająć mieszkanie;Agata Danowska, Bartosz Danowski;https://www.bookbook.pl/img/imagecache/255001-256000/170x170_product_media_255001-256000_42307575_F533_4655_B2EC_65092708D410.jpg;35.11;46,47,0
144;Moje przygody z marketingiem;Philip Kotler;https://www.bookbook.pl/img/imagecache/279001-280000/170x152_product_media_279001-280000_1A20B512_9C90_4050_82EA_A393E90DAE14.jpg;30.71;46,47,0
145;Magia słów. Jak pisać teksty które porwą tłumy;Joanna Wrycza-Bekier;https://www.bookbook.pl/img/imagecache/239001-240000/170x170_product_media_239001-240000_237536AE_B50F_437E_B8D9_DE6AE5A623ED.jpg;28.15;46,47,0
146;Insight. Droga do mentalnej dojrzałości;Michał Pasterski;https://www.bookbook.pl/img/imagecache/245001-246000/170x170_product_media_245001-246000_483BD5DC_7584_47E0_A2C6_8DA72B3CE092.jpg;43.91;46,47,0
147;Czas to pieniądz. Jak oszczędzać czas i pieniądze?;Marcin Pietraszek;https://www.bookbook.pl/img/imagecache/239001-240000/170x170_product_media_239001-240000_CD0A49DE_216B_4B3A_A266_C8DE88C5374E.jpg;26.31;46,47,0
